9792290004450375|11|2028|000
9792290004452603|11|2028|000
9792290004450565|11|2028|000
9792290004450607|11|2028|000
9792290004454054|11|2028|000
9792290004452140|11|2028|000
9792290004453254|11|2028|000
9792290004452728|11|2028|000
9792290004456430|11|2028|000
9792290004456257|11|2028|000
9792290004458352|11|2028|000
9792290004457370|11|2028|000
9792290004457008|11|2028|000
9792290004456174|11|2028|000
9792290004450102|11|2028|000
9792290004450714|11|2028|000
9792290004452637|11|2028|000
9792290004451753|11|2028|000
9792290004453445|11|2028|000
9792290004456646|11|2028|000
9792290004458436|11|2028|000
9792290004458709|11|2028|000
9792290004453213|11|2028|000
9792290004453072|11|2028|000
9792290004450409|11|2028|000
9792290004455101|11|2028|000
9792290004458428|11|2028|000
9792290004456422|11|2028|000
9792290004451282|11|2028|000
9792290004451662|11|2028|000
9792290004458287|11|2028|000
9792290004451670|11|2028|000
9792290004458139|11|2028|000
9792290004450037|11|2028|000
9792290004451134|11|2028|000
9792290004453577|11|2028|000
9792290004457784|11|2028|000
9792290004450805|11|2028|000
9792290004456216|11|2028|000
9792290004458683|11|2028|000
9792290004453510|11|2028|000
9792290004457628|11|2028|000
9792290004456778|11|2028|000
9792290004451159|11|2028|000
9792290004454583|11|2028|000
9792290004453437|11|2028|000
9792290004456083|11|2028|000
9792290004458634|11|2028|000
9792290004455010|11|2028|000
9792290004457560|11|2028|000
9792290004451076|11|2028|000
9792290004457131|11|2028|000
9792290004458402|11|2028|000
9792290004458469|11|2028|000
9792290004455051|11|2028|000
9792290004453221|11|2028|000
9792290004456414|11|2028|000
9792290004454534|11|2028|000
9792290004451381|11|2028|000
9792290004457867|11|2028|000
9792290004457313|11|2028|000
9792290004453841|11|2028|000
9792290004454682|11|2028|000
9792290004457412|11|2028|000
9792290004453874|11|2028|000
9792290004458014|11|2028|000
9792290004451605|11|2028|000
9792290004453304|11|2028|000
9792290004457552|11|2028|000
9792290004457719|11|2028|000
9792290004452041|11|2028|000
9792290004450714|11|2028|000
9792290004458634|11|2028|000
9792290004456349|11|2028|000
9792290004457040|11|2028|000
9792290004451449|11|2028|000
9792290004454757|11|2028|000
9792290004450144|11|2028|000
9792290004457743|11|2028|000
9792290004457032|11|2028|000
9792290004451761|11|2028|000
9792290004455465|11|2028|000
9792290004450417|11|2028|000
9792290004453569|11|2028|000
9792290004450789|11|2028|000
9792290004456257|11|2028|000
9792290004458428|11|2028|000
9792290004450284|11|2028|000
9792290004458303|11|2028|000
9792290004455739|11|2028|000
9792290004457610|11|2028|000
9792290004456836|11|2028|000
9792290004455846|11|2028|000
9792290004450235|11|2028|000
9792290004451621|11|2028|000
9792290004455119|11|2028|000
9792290004457446|11|2028|000
9792290004455101|11|2028|000
9792290004453601|11|2028|000
9792290004451225|11|2028|000
9792290004458055|11|2028|000
9792290004454617|11|2028|000
9792290004454153|11|2028|000
9792290004455762|11|2028|000
9792290004453213|11|2028|000
9792290004453775|11|2028|000
9792290004452082|11|2028|000
9792290004457149|11|2028|000
9792290004458774|11|2028|000
9792290004454252|11|2028|000
9792290004456745|11|2028|000
9792290004451738|11|2028|000
9792290004454146|11|2028|000
9792290004457347|11|2028|000
9792290004457230|11|2028|000
9792290004458824|11|2028|000
9792290004450813|11|2028|000
9792290004452843|11|2028|000
9792290004455119|11|2028|000
9792290004454732|11|2028|000
9792290004454120|11|2028|000
9792290004456018|11|2028|000
9792290004451407|11|2028|000
9792290004450664|11|2028|000
9792290004457156|11|2028|000
9792290004453064|11|2028|000
9792290004450508|11|2028|000
9792290004451050|11|2028|000
9792290004454450|11|2028|000
9792290004455317|11|2028|000
9792290004450227|11|2028|000
9792290004455804|11|2028|000
9792290004453478|11|2028|000
9792290004458675|11|2028|000
9792290004455325|11|2028|000
9792290004458030|11|2028|000
9792290004458071|11|2028|000
9792290004452355|11|2028|000
9792290004450649|11|2028|000
9792290004457313|11|2028|000
9792290004452710|11|2028|000
9792290004458048|11|2028|000
9792290004455242|11|2028|000
9792290004455663|11|2028|000
9792290004458048|11|2028|000
9792290004450722|11|2028|000
9792290004450466|11|2028|000
9792290004455275|11|2028|000
9792290004450664|11|2028|000
9792290004451126|11|2028|000
9792290004453312|11|2028|000
9792290004452066|11|2028|000
9792290004452405|11|2028|000
9792290004452355|11|2028|000
9792290004457354|11|2028|000
9792290004450185|11|2028|000
9792290004455473|11|2028|000
9792290004454179|11|2028|000
9792290004458139|11|2028|000
9792290004456281|11|2028|000
9792290004453155|11|2028|000
9792290004450011|11|2028|000
9792290004455143|11|2028|000
9792290004456224|11|2028|000
9792290004457800|11|2028|000
9792290004451613|11|2028|000
9792290004454120|11|2028|000
9792290004451449|11|2028|000
9792290004451670|11|2028|000
9792290004458386|11|2028|000
9792290004454880|11|2028|000
9792290004454633|11|2028|000
9792290004451183|11|2028|000
9792290004454781|11|2028|000
